ts,value
2019-07-02 20:00:00,354.77527779999997
2019-07-02 21:00:00,329.2919444
2019-07-02 22:00:00,343.2952778
2019-07-02 23:00:00,343.6405556
2019-07-03 00:00:00,334.80194439999997
2019-07-03 01:00:00,320.0369444
2019-07-03 02:00:00,314.1094444
2019-07-03 03:00:00,314.0488889
2019-07-03 04:00:00,316.4688889
2019-07-03 05:00:00,329.5258333
2019-07-03 06:00:00,345.44055560000004
2019-07-03 07:00:00,377.2491667
2019-07-03 08:00:00,403.8963889
2019-07-03 09:00:00,420.40388889999997
2019-07-03 10:00:00,432.11611110000007
2019-07-03 11:00:00,426.39805559999996
2019-07-03 12:00:00,425.6675
2019-07-03 13:00:00,419.68111110000007
2019-07-03 14:00:00,381.11694439999997
2019-07-03 15:00:00,410.075
2019-07-03 16:00:00,439.7347222
2019-07-03 17:00:00,433.1355556
2019-07-03 18:00:00,383.13694439999995
2019-07-03 19:00:00,402.2422222
2019-07-03 20:00:00,394.325
2019-07-03 21:00:00,368.4588889
2019-07-03 22:00:00,360.1416667
2019-07-03 23:00:00,368.5597222
2019-07-04 00:00:00,363.9530556
2019-07-04 01:00:00,358.15416669999996
2019-07-04 02:00:00,355.1783333
2019-07-04 03:00:00,355.0825
2019-07-04 04:00:00,357.24
2019-07-04 05:00:00,367.7086111
2019-07-04 06:00:00,382.6786111
2019-07-04 07:00:00,414.4730556
2019-07-04 08:00:00,444.8963889
2019-07-04 09:00:00,477.90972220000003
2019-07-04 10:00:00,496.29388889999996
2019-07-04 11:00:00,508.3477778
2019-07-04 12:00:00,506.7569444
2019-07-04 13:00:00,486.1855556
2019-07-04 14:00:00,471.0655556
2019-07-04 15:00:00,461.27055559999997
2019-07-04 16:00:00,466.6677778
2019-07-04 17:00:00,470.7236111
2019-07-04 18:00:00,452.2922222
2019-07-04 19:00:00,411.13
2019-07-04 20:00:00,367.805
2019-07-04 21:00:00,337.2108333
2019-07-04 22:00:00,333.44444439999995
2019-07-04 23:00:00,330.86444439999997
2019-07-05 00:00:00,325.0052778
2019-07-05 01:00:00,316.3280556
2019-07-05 02:00:00,325.5027778
2019-07-05 03:00:00,325.6613889
2019-07-05 04:00:00,333.8408333
2019-07-05 05:00:00,349.8141667
2019-07-05 06:00:00,367.8216667
2019-07-05 07:00:00,395.9052778
2019-07-05 08:00:00,428.28
2019-07-05 09:00:00,460.60166669999995
2019-07-05 10:00:00,479.5052778
2019-07-05 11:00:00,495.0652778
2019-07-05 12:00:00,493.83416669999997
2019-07-05 13:00:00,486.6877778
2019-07-05 14:00:00,479.58416669999997
2019-07-05 15:00:00,470.1122222
2019-07-05 16:00:00,470.1052778
2019-07-05 17:00:00,473.6302778
2019-07-05 18:00:00,462.1022222
2019-07-05 19:00:00,430.54888889999995
2019-07-05 20:00:00,393.2377778
2019-07-05 21:00:00,369.89916669999997
2019-07-05 22:00:00,369.5863889
2019-07-05 23:00:00,369.6411111
2019-07-06 00:00:00,362.595
2019-07-06 01:00:00,361.1088889
2019-07-06 02:00:00,358.2386111
2019-07-06 03:00:00,371.5572222
2019-07-06 04:00:00,386.3286111
2019-07-06 05:00:00,398.7852778
2019-07-06 06:00:00,406.0227778
2019-07-06 07:00:00,424.3552778
2019-07-06 08:00:00,462.1580556
2019-07-06 09:00:00,491.5319444
2019-07-06 10:00:00,520.7194444
2019-07-06 11:00:00,532.6583333000001
2019-07-06 12:00:00,532.5511111000001
2019-07-06 13:00:00,516.9986111000001
2019-07-06 14:00:00,506.7063888999999
2019-07-06 15:00:00,495.1413888999999
2019-07-06 16:00:00,485.21055559999996
2019-07-06 17:00:00,482.18166669999994
2019-07-06 18:00:00,467.8094444
2019-07-06 19:00:00,434.82111110000005
2019-07-06 20:00:00,401.4116667
2019-07-06 21:00:00,374.23055560000006
2019-07-06 22:00:00,369.4502778
2019-07-06 23:00:00,373.5508333
2019-07-07 00:00:00,372.11805560000005
2019-07-07 01:00:00,363.8355556
2019-07-07 02:00:00,360.2213889
2019-07-07 03:00:00,368.39194439999994
2019-07-07 04:00:00,391.7025
2019-07-07 05:00:00,410.40416669999996
2019-07-07 06:00:00,428.86388889999995
2019-07-07 07:00:00,449.43861110000006
2019-07-07 08:00:00,481.1825
2019-07-07 09:00:00,512.6286111000001
2019-07-07 10:00:00,534.3433333
2019-07-07 11:00:00,552.8661111
2019-07-07 12:00:00,545.9544444
2019-07-07 13:00:00,538.2633333
2019-07-07 14:00:00,529.3127778
2019-07-07 15:00:00,518.9736111000001
2019-07-07 16:00:00,526.7711111000001
2019-07-07 17:00:00,527.8675
2019-07-07 18:00:00,506.6755556
2019-07-07 19:00:00,449.16666669999995
2019-07-07 20:00:00,407.6702778
2019-07-07 21:00:00,373.6891667
2019-07-07 22:00:00,373.6966667
2019-07-07 23:00:00,376.9013889
2019-07-08 00:00:00,367.8011111
2019-07-08 01:00:00,355.0325
2019-07-08 02:00:00,347.0025
2019-07-08 03:00:00,345.4633333
2019-07-08 04:00:00,352.59138889999997
2019-07-08 05:00:00,360.7488889
2019-07-08 06:00:00,380.5827778
2019-07-08 07:00:00,412.8747222
2019-07-08 08:00:00,446.9222222
2019-07-08 09:00:00,473.4244444
2019-07-08 10:00:00,491.34638889999997
2019-07-08 11:00:00,504.8347222
2019-07-08 12:00:00,527.0180556
2019-07-08 13:00:00,503.5580556
2019-07-08 14:00:00,495.2405556
2019-07-08 15:00:00,491.7272222
2019-07-08 16:00:00,517.6619444
2019-07-08 17:00:00,501.05388889999995
2019-07-08 18:00:00,480.2922222
2019-07-08 19:00:00,434.8175
2019-07-08 20:00:00,389.1963889
2019-07-08 21:00:00,364.17555560000005
2019-07-08 22:00:00,364.7027778
2019-07-08 23:00:00,365.36444439999997
2019-07-09 00:00:00,364.35083330000003
2019-07-09 01:00:00,353.5647222
2019-07-09 02:00:00,347.93194439999996
2019-07-09 03:00:00,345.1111111
2019-07-09 04:00:00,351.9769444
2019-07-09 05:00:00,363.8261111
2019-07-09 06:00:00,376.65416669999996
2019-07-09 07:00:00,409.1936111
2019-07-09 08:00:00,446.3075
2019-07-09 09:00:00,478.6822222
2019-07-09 10:00:00,500.6375
2019-07-09 11:00:00,512.1813889
2019-07-09 12:00:00,510.94333330000006
2019-07-09 13:00:00,497.46833330000004
2019-07-09 14:00:00,489.85
2019-07-09 15:00:00,482.7975
2019-07-09 16:00:00,491.83111110000004
2019-07-09 17:00:00,491.9597222
2019-07-09 18:00:00,486.6725
2019-07-09 19:00:00,444.15027779999997
2019-07-09 20:00:00,407.2936111
2019-07-09 21:00:00,379.3786111
2019-07-09 22:00:00,377.7869444
2019-07-09 23:00:00,381.41222220000003
2019-07-10 00:00:00,370.82194439999995
2019-07-10 01:00:00,355.8333333
2019-07-10 02:00:00,352.1630556
2019-07-10 03:00:00,347.145
2019-07-10 04:00:00,352.5625
2019-07-10 05:00:00,366.4386111
2019-07-10 06:00:00,386.64916669999997
2019-07-10 07:00:00,414.5397222
2019-07-10 08:00:00,456.1758333000001
2019-07-10 09:00:00,487.0127778
2019-07-10 10:00:00,504.985
2019-07-10 11:00:00,530.1244444
2019-07-10 12:00:00,521.9897222
2019-07-10 13:00:00,502.97083330000004
2019-07-10 14:00:00,493.0188888999999
2019-07-10 15:00:00,489.71305559999996
2019-07-10 16:00:00,469.65361110000003
2019-07-10 17:00:00,486.3530556
2019-07-10 18:00:00,457.8225
2019-07-10 19:00:00,444.11888889999994
2019-07-10 20:00:00,401.3322222
2019-07-10 21:00:00,380.5988889
2019-07-10 22:00:00,387.5788889
2019-07-10 23:00:00,385.3766667
2019-07-11 00:00:00,376.8122222
2019-07-11 01:00:00,364.2286111
2019-07-11 02:00:00,359.9844444
2019-07-11 03:00:00,360.5377778
2019-07-11 04:00:00,367.1988889
2019-07-11 05:00:00,382.7030556
2019-07-11 06:00:00,397.50055560000004
2019-07-11 07:00:00,433.9922222
2019-07-11 08:00:00,472.1747222
2019-07-11 09:00:00,498.3397222
2019-07-11 10:00:00,530.4980556
2019-07-11 11:00:00,529.3913888999999
2019-07-11 12:00:00,520.3586111000001
2019-07-11 13:00:00,515.6886111
2019-07-11 14:00:00,504.7769444
